C:\Users\oper\labQT\Lab2025\2D Qubit\QTLab2526\2DQuBit\Sonnet\2D_1st_resonator.son DE_EMBEDDED Lk=10.0
FREQUENCY (GHz), DB[S21]-2D_1st_resonator
7.154,-0.367138
7.156,-0.367099
7.158,-0.367059
7.16,-0.36702
7.162,-0.366981
7.164,-0.366941
7.166,-0.366901
7.168,-0.366861
7.17,-0.366821
7.172,-0.366781
7.174,-0.366741
7.176,-0.366701
7.178,-0.36666
7.18,-0.36662
7.182,-0.366579
7.184,-0.366538
7.186,-0.366497
7.188,-0.366456
7.19,-0.366415
7.192,-0.366373
7.194,-0.366332
7.196,-0.36629
7.198,-0.366248
7.2,-0.366206
7.202,-0.366164
7.204,-0.366122
7.206,-0.36608
7.208,-0.366037
7.21,-0.365995
7.212,-0.365952
7.214,-0.365909
7.216,-0.365866
7.218,-0.365823
7.22,-0.36578
7.222,-0.365737
7.224,-0.365694
7.226,-0.36565
7.228,-0.365606
7.23,-0.365563
7.232,-0.365519
7.234,-0.365475
7.236,-0.36543
7.238,-0.365386
7.24,-0.365342
7.242,-0.365297
7.244,-0.365252
7.246,-0.365208
7.248,-0.365163
7.25,-0.365118
7.252,-0.365073
7.254,-0.365027
7.256,-0.364982
7.258,-0.364936
7.26,-0.364891
7.262,-0.364845
7.264,-0.364799
7.266,-0.364753
7.268,-0.364707
7.27,-0.364661
7.272,-0.364614
7.274,-0.364568
7.276,-0.364521
7.278,-0.364475
7.28,-0.364428
7.282,-0.364381
7.284,-0.364334
7.286,-0.364286
7.288,-0.364239
7.29,-0.364192
7.292,-0.364144
7.294,-0.364096
7.296,-0.364049
7.298,-0.364001
7.3,-0.363953
7.302,-0.363905
7.304,-0.363856
7.306,-0.363808
7.308,-0.363759
7.31,-0.363711
7.312,-0.363662
7.314,-0.363613
7.316,-0.363564
7.318,-0.363515
7.32,-0.363466
7.322,-0.363417
7.324,-0.363367
7.326,-0.363318
7.328,-0.363268
7.33,-0.363218
7.332,-0.363168
7.334,-0.363118
7.336,-0.363068
7.338,-0.363018
7.34,-0.362968
7.342,-0.362917
7.344,-0.362867
7.346,-0.362816
7.348,-0.362765
7.35,-0.362715
7.352,-0.362664
7.354,-0.362612
7.356,-0.362561
7.358,-0.36251
7.36,-0.362458
7.362,-0.362407
7.364,-0.362355
7.366,-0.362304
7.368,-0.362252
7.37,-0.3622
7.372,-0.362148
7.374,-0.362095
7.376,-0.362043
7.378,-0.361991
7.38,-0.361938
7.382,-0.361886
7.384,-0.361833
7.386,-0.36178
7.388,-0.361727
7.39,-0.361674
7.392,-0.361621
7.394,-0.361568
7.396,-0.361514
7.398,-0.361461
7.4,-0.361407
7.402,-0.361354
7.404,-0.3613
7.406,-0.361246
7.408,-0.361192
7.41,-0.361138
7.412,-0.361084
7.414,-0.36103
7.416,-0.360975
7.418,-0.360921
7.42,-0.360866
7.422,-0.360812
7.424,-0.360757
7.426,-0.360702
7.428,-0.360647
7.43,-0.360592
7.432,-0.360537
7.434,-0.360482
7.436,-0.360426
7.438,-0.360371
7.44,-0.360315
7.442,-0.36026
7.444,-0.360204
7.446,-0.360148
7.448,-0.360092
7.45,-0.360036
7.452,-0.35998
7.454,-0.359924
7.456,-0.359868
7.458,-0.359811
7.46,-0.359755
7.462,-0.359698
7.464,-0.359642
7.466,-0.359585
7.468,-0.359528
7.47,-0.359471
7.472,-0.359414
7.474,-0.359357
7.476,-0.3593
7.478,-0.359243
7.48,-0.359185
7.482,-0.359128
7.484,-0.35907
7.486,-0.359013
7.488,-0.358955
7.49,-0.358897
7.492,-0.358839
7.494,-0.358781
7.496,-0.358723
7.498,-0.358665
7.5,-0.358607
7.502,-0.358549
7.504,-0.35849
7.506,-0.358432
7.508,-0.358373
7.51,-0.358315
7.512,-0.358256
7.514,-0.358197
7.516,-0.358139
7.518,-0.35808
7.52,-0.358021
7.522,-0.357962
7.524,-0.357903
7.526,-0.357843
7.528,-0.357784
7.53,-0.357725
7.532,-0.357665
7.534,-0.357606
7.536,-0.357546
7.538,-0.357487
7.54,-0.357427
7.542,-0.357367
7.544,-0.357307
7.546,-0.357247
7.548,-0.357187
7.55,-0.357127
7.552,-0.357067
7.554,-0.357007
7.556,-0.356947
7.558,-0.356886
7.56,-0.356826
7.562,-0.356766
7.564,-0.356705
7.566,-0.356645
7.568,-0.356584
7.57,-0.356523
7.572,-0.356462
7.574,-0.356402
7.576,-0.356341
7.578,-0.35628
7.58,-0.356219
7.582,-0.356158
7.584,-0.356097
7.586,-0.356036
7.588,-0.355974
7.59,-0.355913
7.592,-0.355852
7.594,-0.355791
7.596,-0.355729
7.598,-0.355668
7.6,-0.355606
7.602,-0.355545
7.604,-0.355483
7.606,-0.355421
7.608,-0.35536
7.61,-0.355298
7.612,-0.355236
7.614,-0.355174
7.616,-0.355113
7.618,-0.355051
7.62,-0.354989
7.622,-0.354927
7.624,-0.354865
7.626,-0.354803
7.628,-0.354741
7.63,-0.354679
7.632,-0.354616
7.634,-0.354554
7.636,-0.354492
7.638,-0.35443
7.64,-0.354368
7.642,-0.354305
7.644,-0.354243
7.646,-0.354181
7.648,-0.354118
7.65,-0.354056
7.652,-0.353993
7.654,-0.353931
7.656,-0.353869
7.658,-0.353806
7.66,-0.353744
7.662,-0.353681
7.664,-0.353619
7.666,-0.353556
7.668,-0.353493
7.67,-0.353431
7.672,-0.353368
7.674,-0.353306
7.676,-0.353243
7.678,-0.35318
7.68,-0.353118
7.682,-0.353055
7.684,-0.352993
7.686,-0.35293
7.688,-0.352867
7.69,-0.352805
7.692,-0.352742
7.694,-0.35268
7.696,-0.352617
7.698,-0.352554
7.7,-0.352492
7.702,-0.352429
7.704,-0.352367
7.706,-0.352304
7.708,-0.352241
7.71,-0.352179
7.712,-0.352116
7.714,-0.352054
7.716,-0.351991
7.718,-0.351929
7.72,-0.351867
7.722,-0.351804
7.724,-0.351742
7.726,-0.351679
7.728,-0.351617
7.73,-0.351555
7.732,-0.351493
7.734,-0.35143
7.736,-0.351368
7.738,-0.351306
7.74,-0.351244
7.742,-0.351182
7.744,-0.35112
7.746,-0.351058
7.748,-0.350996
7.75,-0.350934
7.752,-0.350873
7.754,-0.350811
7.756,-0.350749
7.758,-0.350688
7.76,-0.350626
7.762,-0.350565
7.764,-0.350503
7.766,-0.350442
7.768,-0.350381
7.77,-0.35032
7.772,-0.350258
7.774,-0.350197
7.776,-0.350136
7.778,-0.350076
7.78,-0.350015
7.782,-0.349954
7.784,-0.349894
7.786,-0.349833
7.788,-0.349773
7.79,-0.349712
7.792,-0.349652
7.794,-0.349592
7.796,-0.349532
7.798,-0.349472
7.8,-0.349413
7.802,-0.349353
7.804,-0.349293
7.806,-0.349234
7.808,-0.349175
7.81,-0.349116
7.812,-0.349057
7.814,-0.348998
7.816,-0.348939
7.818,-0.348881
7.82,-0.348822
7.822,-0.348764
7.824,-0.348706
7.826,-0.348648
7.828,-0.34859
7.83,-0.348532
7.832,-0.348475
7.834,-0.348418
7.836,-0.348361
7.838,-0.348304
7.84,-0.348247
7.842,-0.34819
7.844,-0.348134
7.846,-0.348078
7.848,-0.348022
7.85,-0.347966
7.852,-0.347911
7.854,-0.347855
7.856,-0.3478
7.858,-0.347745
7.86,-0.347691
7.862,-0.347636
7.864,-0.347582
7.866,-0.347528
7.868,-0.347474
7.87,-0.347421
7.872,-0.347368
7.874,-0.347315
7.876,-0.347262
7.878,-0.34721
7.88,-0.347158
7.882,-0.347106
7.884,-0.347055
7.886,-0.347003
7.888,-0.346953
7.89,-0.346902
7.892,-0.346852
7.894,-0.346802
7.896,-0.346752
7.898,-0.346703
7.9,-0.346654
7.902,-0.346606
7.904,-0.346557
7.906,-0.34651
7.908,-0.346462
7.91,-0.346415
7.912,-0.346368
7.914,-0.346322
7.916,-0.346276
7.918,-0.346231
7.92,-0.346186
7.922,-0.346141
7.924,-0.346097
7.926,-0.346053
7.928,-0.34601
7.93,-0.345967
7.932,-0.345925
7.934,-0.345883
7.936,-0.345842
7.938,-0.345801
7.94,-0.34576
7.942,-0.345721
7.944,-0.345681
7.946,-0.345643
7.948,-0.345604
7.95,-0.345567
7.952,-0.34553
7.954,-0.345493
7.956,-0.345458
7.958,-0.345422
7.96,-0.345388
7.962,-0.345354
7.964,-0.345321
7.966,-0.345288
7.968,-0.345256
7.97,-0.345225
7.972,-0.345194
7.974,-0.345165
7.976,-0.345136
7.978,-0.345107
7.98,-0.34508
7.982,-0.345053
7.984,-0.345027
7.986,-0.345002
7.988,-0.344978
7.99,-0.344954
7.992,-0.344932
7.994,-0.34491
7.996,-0.34489
7.998,-0.34487
8,-0.344851
8.002,-0.344833
8.004,-0.344816
8.006,-0.3448
8.008,-0.344786
8.01,-0.344772
8.012,-0.344759
8.014,-0.344748
8.016,-0.344737
8.018,-0.344728
8.02,-0.34472
8.022,-0.344713
8.024,-0.344707
8.026,-0.344703
8.028,-0.3447
8.03,-0.344698
8.032,-0.344698
8.034,-0.344699
8.036,-0.344701
8.038,-0.344705
8.04,-0.34471
8.042,-0.344717
8.044,-0.344725
8.046,-0.344735
8.048,-0.344747
8.05,-0.34476
8.052,-0.344775
8.054,-0.344792
8.056,-0.344811
8.058,-0.344831
8.06,-0.344853
8.062,-0.344877
8.064,-0.344903
8.066,-0.344932
8.068,-0.344962
8.07,-0.344994
8.072,-0.345029
8.074,-0.345065
8.076,-0.345104
8.078,-0.345146
8.08,-0.34519
8.082,-0.345236
8.084,-0.345285
8.086,-0.345336
8.088,-0.34539
8.09,-0.345447
8.092,-0.345507
8.094,-0.34557
8.096,-0.345635
8.098,-0.345704
8.1,-0.345776
8.102,-0.345851
8.104,-0.345929
8.106,-0.346011
8.108,-0.346096
8.11,-0.346185
8.112,-0.346278
8.114,-0.346374
8.116,-0.346475
8.118,-0.346579
8.12,-0.346688
8.122,-0.346801
8.124,-0.346919
8.126,-0.347041
8.128,-0.347168
8.13,-0.347299
8.132,-0.347436
8.134,-0.347578
8.136,-0.347725
8.138,-0.347878
8.14,-0.348037
8.142,-0.348201
8.144,-0.348372
8.146,-0.348549
8.148,-0.348732
8.15,-0.348922
8.152,-0.34912
8.154,-0.349324
8.156,-0.349536
8.158,-0.349756
8.16,-0.349983
8.162,-0.350219
8.164,-0.350464
8.166,-0.350717
8.168,-0.35098
8.17,-0.351253
8.172,-0.351535
8.174,-0.351828
8.176,-0.352132
8.178,-0.352447
8.18,-0.352774
8.182,-0.353113
8.184,-0.353464
8.186,-0.353829
8.188,-0.354208
8.19,-0.354601
8.192,-0.355009
8.194,-0.355432
8.196,-0.355872
8.198,-0.356329
8.2,-0.356803
8.202,-0.357297
8.204,-0.357809
8.206,-0.358343
8.208,-0.358897
8.21,-0.359475
8.212,-0.360075
8.214,-0.360701
8.216,-0.361352
8.218,-0.362031
8.22,-0.362738
8.222,-0.363476
8.224,-0.364246
8.226,-0.365049
8.228,-0.365888
8.23,-0.366765
8.232,-0.367681
8.234,-0.368639
8.236,-0.369642
8.238,-0.370691
8.24,-0.371791
8.242,-0.372944
8.244,-0.374154
8.246,-0.375424
8.248,-0.376758
8.25,-0.37816
8.252,-0.379636
8.254,-0.38119
8.256,-0.382828
8.258,-0.384555
8.26,-0.386379
8.262,-0.388307
8.264,-0.390346
8.266,-0.392506
8.268,-0.394797
8.27,-0.397228
8.272,-0.399811
8.274,-0.402561
8.276,-0.40549
8.278,-0.408616
8.28,-0.411957
8.282,-0.415532
8.284,-0.419364
8.286,-0.423479
8.288,-0.427905
8.29,-0.432674
8.292,-0.437824
8.294,-0.443396
8.296,-0.449436
8.298,-0.455999
8.3,-0.463147
8.302,-0.470952
8.304,-0.479493
8.306,-0.488867
8.308,-0.499183
8.31,-0.510567
8.312,-0.523166
8.314,-0.537153
8.316,-0.552727
8.318,-0.570122
8.32,-0.589606
8.322,-0.611493
8.324,-0.636141
8.326,-0.663958
8.328,-0.695392
8.33,-0.730927
8.332,-0.771048
8.334,-0.816185
8.336,-0.866616
8.338,-0.922302
8.34,-0.982636
8.342,-1.0461
8.344,-1.10986
8.346,-1.16944
8.348,-1.21876
8.35,-1.25082
8.352,-1.25928
8.354,-1.24057
8.356,-1.19545
8.358,-1.12898
8.36,-1.04891
8.362,-0.96336
8.364,-0.878959
8.366,-0.800155
8.368,-0.729303
8.37,-0.667195
8.372,-0.613641
8.374,-0.567923
8.376,-0.529111
8.378,-0.496239
8.38,-0.468404
8.382,-0.444803
8.384,-0.424746
8.386,-0.407653
8.388,-0.393036
8.39,-0.380494
8.392,-0.369692
8.394,-0.360356
8.396,-0.352259
8.398,-0.34521
8.4,-0.339055
8.402,-0.333661
8.404,-0.32892
8.406,-0.324741
8.408,-0.321046
8.41,-0.31777
8.412,-0.314859
8.414,-0.312264
8.416,-0.309947
8.418,-0.307872
8.42,-0.306011
8.422,-0.304337
8.424,-0.302829
8.426,-0.301469
8.428,-0.300238
8.43,-0.299123
8.432,-0.298111
8.434,-0.297191
8.436,-0.296353
8.438,-0.295589
8.44,-0.294892
8.442,-0.294253
8.444,-0.293668
8.446,-0.293131
8.448,-0.292638
8.45,-0.292184
8.452,-0.291765
8.454,-0.291379
8.456,-0.291021
8.458,-0.290691
8.46,-0.290384
8.462,-0.290099
8.464,-0.289834
8.466,-0.289587
8.468,-0.289356
8.47,-0.289141
8.472,-0.288939
8.474,-0.28875
8.476,-0.288572
8.478,-0.288405
8.48,-0.288247
8.482,-0.288097
8.484,-0.287956
8.486,-0.287822
8.488,-0.287694
8.49,-0.287573
8.492,-0.287457
8.494,-0.287346
8.496,-0.287239
8.498,-0.287137
8.5,-0.287039
C:\Users\oper\labQT\Lab2025\2D Qubit\QTLab2526\2DQuBit\Sonnet\2D_1st_resonator.son DE_EMBEDDED Lk=10.4
FREQUENCY (GHz), DB[S21]-2D_1st_resonator
6.5,-0.364125
6.502,-0.364131
6.504,-0.364138
6.506,-0.364144
6.508,-0.36415
6.51,-0.364156
6.512,-0.364162
6.514,-0.364167
6.516,-0.364173
6.518,-0.364178
6.52,-0.364184
6.522,-0.364189
6.524,-0.364193
6.526,-0.364198
6.528,-0.364203
6.53,-0.364207
6.532,-0.364212
6.534,-0.364216
6.536,-0.36422
6.538,-0.364224
6.54,-0.364227
6.542,-0.364231
6.544,-0.364234
6.546,-0.364238
6.548,-0.364241
6.55,-0.364244
6.552,-0.364246
6.554,-0.364249
6.556,-0.364251
6.558,-0.364254
6.56,-0.364256
6.562,-0.364258
6.564,-0.36426
6.566,-0.364262
6.568,-0.364263
6.57,-0.364265
6.572,-0.364266
6.574,-0.364267
6.576,-0.364268
6.578,-0.364269
6.58,-0.36427
6.582,-0.36427
6.584,-0.364271
6.586,-0.364271
6.588,-0.364271
6.59,-0.364271
6.592,-0.364271
6.594,-0.36427
6.596,-0.36427
6.598,-0.364269
6.6,-0.364268
6.602,-0.364268
6.604,-0.364266
6.606,-0.364265
6.608,-0.364264
6.61,-0.364262
6.612,-0.364261
6.614,-0.364259
6.616,-0.364257
6.618,-0.364255
6.62,-0.364252
6.622,-0.36425
6.624,-0.364247
6.626,-0.364245
6.628,-0.364242
6.63,-0.364239
6.632,-0.364235
6.634,-0.364232
6.636,-0.364229
6.638,-0.364225
6.64,-0.364221
6.642,-0.364217
6.644,-0.364213
6.646,-0.364209
6.648,-0.364205
6.65,-0.3642
6.652,-0.364195
6.654,-0.364191
6.656,-0.364186
6.658,-0.364181
6.66,-0.364175
6.662,-0.36417
6.664,-0.364164
6.666,-0.364159
6.668,-0.364153
6.67,-0.364147
6.672,-0.364141
6.674,-0.364134
6.676,-0.364128
6.678,-0.364121
6.68,-0.364115
6.682,-0.364108
6.684,-0.364101
6.686,-0.364094
6.688,-0.364086
6.69,-0.364079
6.692,-0.364071
6.694,-0.364063
6.696,-0.364056
6.698,-0.364047
6.7,-0.364039
6.702,-0.364031
6.704,-0.364022
6.706,-0.364014
6.708,-0.364005
6.71,-0.363996
6.712,-0.363987
6.714,-0.363978
6.716,-0.363968
6.718,-0.363959
6.72,-0.363949
6.722,-0.363939
6.724,-0.363929
6.726,-0.363919
6.728,-0.363909
6.73,-0.363899
6.732,-0.363888
6.734,-0.363877
6.736,-0.363867
6.738,-0.363856
6.74,-0.363845
6.742,-0.363833
6.744,-0.363822
6.746,-0.36381
6.748,-0.363799
6.75,-0.363787
6.752,-0.363775
6.754,-0.363763
6.756,-0.36375
6.758,-0.363738
6.76,-0.363725
6.762,-0.363713
6.764,-0.3637
6.766,-0.363687
6.768,-0.363674
6.77,-0.36366
6.772,-0.363647
6.774,-0.363633
6.776,-0.363619
6.778,-0.363606
6.78,-0.363592
6.782,-0.363577
6.784,-0.363563
6.786,-0.363549
6.788,-0.363534
6.79,-0.363519
6.792,-0.363504
6.794,-0.363489
6.796,-0.363474
6.798,-0.363459
6.8,-0.363443
6.802,-0.363428
6.804,-0.363412
6.806,-0.363396
6.808,-0.36338
6.81,-0.363364
6.812,-0.363348
6.814,-0.363331
6.816,-0.363314
6.818,-0.363298
6.82,-0.363281
6.822,-0.363264
6.824,-0.363247
6.826,-0.363229
6.828,-0.363212
6.83,-0.363194
6.832,-0.363176
6.834,-0.363158
6.836,-0.36314
6.838,-0.363122
6.84,-0.363104
6.842,-0.363085
6.844,-0.363067
6.846,-0.363048
6.848,-0.363029
6.85,-0.36301
6.852,-0.362991
6.854,-0.362972
6.856,-0.362952
6.858,-0.362933
6.86,-0.362913
6.862,-0.362893
6.864,-0.362873
6.866,-0.362853
6.868,-0.362832
6.87,-0.362812
6.872,-0.362791
6.874,-0.362771
6.876,-0.36275
6.878,-0.362729
6.88,-0.362708
6.882,-0.362686
6.884,-0.362665
6.886,-0.362643
6.888,-0.362621
6.89,-0.3626
6.892,-0.362578
6.894,-0.362555
6.896,-0.362533
6.898,-0.362511
6.9,-0.362488
6.902,-0.362465
6.904,-0.362443
6.906,-0.36242
6.908,-0.362396
6.91,-0.362373
6.912,-0.36235
6.914,-0.362326
6.916,-0.362303
6.918,-0.362279
6.92,-0.362255
6.922,-0.362231
6.924,-0.362206
6.926,-0.362182
6.928,-0.362157
6.93,-0.362133
6.932,-0.362108
6.934,-0.362083
6.936,-0.362058
6.938,-0.362033
6.94,-0.362007
6.942,-0.361982
6.944,-0.361956
6.946,-0.36193
6.948,-0.361905
6.95,-0.361879
6.952,-0.361852
6.954,-0.361826
6.956,-0.3618
6.958,-0.361773
6.96,-0.361746
6.962,-0.361719
6.964,-0.361692
6.966,-0.361665
6.968,-0.361638
6.97,-0.36161
6.972,-0.361583
6.974,-0.361555
6.976,-0.361527
6.978,-0.361499
6.98,-0.361471
6.982,-0.361443
6.984,-0.361415
6.986,-0.361386
6.988,-0.361357
6.99,-0.361329
6.992,-0.3613
6.994,-0.361271
6.996,-0.361242
6.998,-0.361212
7,-0.361183
7.002,-0.361153
7.004,-0.361123
7.006,-0.361093
7.008,-0.361063
7.01,-0.361033
7.012,-0.361003
7.014,-0.360973
7.016,-0.360942
7.018,-0.360911
7.02,-0.360881
7.022,-0.36085
7.024,-0.360819
7.026,-0.360787
7.028,-0.360756
7.03,-0.360724
7.032,-0.360693
7.034,-0.360661
7.036,-0.360629
7.038,-0.360597
7.04,-0.360565
7.042,-0.360533
7.044,-0.3605
7.046,-0.360468
7.048,-0.360435
7.05,-0.360402
7.052,-0.360369
7.054,-0.360336
7.056,-0.360303
7.058,-0.36027
7.06,-0.360236
7.062,-0.360202
7.064,-0.360169
7.066,-0.360135
7.068,-0.360101
7.07,-0.360067
7.072,-0.360032
7.074,-0.359998
7.076,-0.359963
7.078,-0.359929
7.08,-0.359894
7.082,-0.359859
7.084,-0.359824
7.086,-0.359789
7.088,-0.359753
7.09,-0.359718
7.092,-0.359682
7.094,-0.359647
7.096,-0.359611
7.098,-0.359575
7.1,-0.359539
7.102,-0.359503
7.104,-0.359466
7.106,-0.35943
7.108,-0.359393
7.11,-0.359356
7.112,-0.35932
7.114,-0.359283
7.116,-0.359245
7.118,-0.359208
7.12,-0.359171
7.122,-0.359133
7.124,-0.359096
7.126,-0.359058
7.128,-0.35902
7.13,-0.358982
7.132,-0.358944
7.134,-0.358905
7.136,-0.358867
7.138,-0.358829
7.14,-0.35879
7.142,-0.358751
7.144,-0.358712
7.146,-0.358673
7.148,-0.358634
7.15,-0.358595
7.152,-0.358555
7.154,-0.358516
7.156,-0.358476
7.158,-0.358436
7.16,-0.358396
7.162,-0.358356
7.164,-0.358316
7.166,-0.358276
7.168,-0.358235
7.17,-0.358195
7.172,-0.358154
7.174,-0.358114
7.176,-0.358073
7.178,-0.358032
7.18,-0.35799
7.182,-0.357949
7.184,-0.357908
7.186,-0.357866
7.188,-0.357825
7.19,-0.357783
7.192,-0.357741
7.194,-0.357699
7.196,-0.357657
7.198,-0.357615
7.2,-0.357572
7.202,-0.35753
7.204,-0.357487
7.206,-0.357444
7.208,-0.357402
7.21,-0.357359
7.212,-0.357315
7.214,-0.357272
7.216,-0.357229
7.218,-0.357185
7.22,-0.357142
7.222,-0.357098
7.224,-0.357054
7.226,-0.35701
7.228,-0.356966
7.23,-0.356922
7.232,-0.356878
7.234,-0.356834
7.236,-0.356789
7.238,-0.356744
7.24,-0.3567
7.242,-0.356655
7.244,-0.35661
7.246,-0.356565
7.248,-0.35652
7.25,-0.356474
7.252,-0.356429
7.254,-0.356383
7.256,-0.356338
7.258,-0.356292
7.26,-0.356246
7.262,-0.3562
7.264,-0.356154
7.266,-0.356107
7.268,-0.356061
7.27,-0.356015
7.272,-0.355968
7.274,-0.355921
7.276,-0.355875
7.278,-0.355828
7.28,-0.355781
7.282,-0.355733
7.284,-0.355686
7.286,-0.355639
7.288,-0.355591
7.29,-0.355544
7.292,-0.355496
7.294,-0.355448
7.296,-0.3554
7.298,-0.355352
7.3,-0.355304
7.302,-0.355256
7.304,-0.355208
7.306,-0.355159
7.308,-0.355111
7.31,-0.355062
7.312,-0.355013
7.314,-0.354964
7.316,-0.354915
7.318,-0.354866
7.32,-0.354817
7.322,-0.354768
7.324,-0.354718
7.326,-0.354669
7.328,-0.354619
7.33,-0.354569
7.332,-0.354519
7.334,-0.354469
7.336,-0.354419
7.338,-0.354369
7.34,-0.354319
7.342,-0.354269
7.344,-0.354218
7.346,-0.354168
7.348,-0.354117
7.35,-0.354066
7.352,-0.354015
7.354,-0.353964
7.356,-0.353913
7.358,-0.353862
7.36,-0.353811
7.362,-0.353759
7.364,-0.353708
7.366,-0.353656
7.368,-0.353605
7.37,-0.353553
7.372,-0.353501
7.374,-0.353449
7.376,-0.353397
7.378,-0.353345
7.38,-0.353293
7.382,-0.35324
7.384,-0.353188
7.386,-0.353135
7.388,-0.353083
7.39,-0.35303
7.392,-0.352977
7.394,-0.352924
7.396,-0.352871
7.398,-0.352818
7.4,-0.352765
7.402,-0.352712
7.404,-0.352658
7.406,-0.352605
7.408,-0.352551
7.41,-0.352498
7.412,-0.352444
7.414,-0.35239
7.416,-0.352336
7.418,-0.352282
7.42,-0.352228
7.422,-0.352174
7.424,-0.35212
7.426,-0.352066
7.428,-0.352011
7.43,-0.351957
7.432,-0.351902
7.434,-0.351847
7.436,-0.351793
7.438,-0.351738
7.44,-0.351683
7.442,-0.351628
7.444,-0.351573
7.446,-0.351517
7.448,-0.351462
7.45,-0.351407
7.452,-0.351351
7.454,-0.351296
7.456,-0.35124
7.458,-0.351185
7.46,-0.351129
7.462,-0.351073
7.464,-0.351017
7.466,-0.350961
7.468,-0.350905
7.47,-0.350849
7.472,-0.350793
7.474,-0.350737
7.476,-0.35068
7.478,-0.350624
7.48,-0.350568
7.482,-0.350511
7.484,-0.350454
7.486,-0.350398
7.488,-0.350341
7.49,-0.350284
7.492,-0.350227
7.494,-0.35017
7.496,-0.350113
7.498,-0.350056
7.5,-0.349999
7.502,-0.349942
7.504,-0.349885
7.506,-0.349827
7.508,-0.34977
7.51,-0.349712
7.512,-0.349655
7.514,-0.349597
7.516,-0.349539
7.518,-0.349482
7.52,-0.349424
7.522,-0.349366
7.524,-0.349308
7.526,-0.34925
7.528,-0.349192
7.53,-0.349134
7.532,-0.349076
7.534,-0.349018
7.536,-0.34896
7.538,-0.348902
7.54,-0.348843
7.542,-0.348785
7.544,-0.348726
7.546,-0.348668
7.548,-0.348609
7.55,-0.348551
7.552,-0.348492
7.554,-0.348434
7.556,-0.348375
7.558,-0.348316
7.56,-0.348257
7.562,-0.348199
7.564,-0.34814
7.566,-0.348081
7.568,-0.348022
7.57,-0.347963
7.572,-0.347904
7.574,-0.347845
7.576,-0.347786
7.578,-0.347727
7.58,-0.347667
7.582,-0.347608
7.584,-0.347549
7.586,-0.34749
7.588,-0.347431
7.59,-0.347371
7.592,-0.347312
7.594,-0.347253
7.596,-0.347193
7.598,-0.347134
7.6,-0.347074
7.602,-0.347015
7.604,-0.346955
7.606,-0.346896
7.608,-0.346836
7.61,-0.346777
7.612,-0.346717
7.614,-0.346658
7.616,-0.346598
7.618,-0.346539
7.62,-0.346479
7.622,-0.34642
7.624,-0.34636
7.626,-0.3463
7.628,-0.346241
7.63,-0.346181
7.632,-0.346121
7.634,-0.346062
7.636,-0.346002
7.638,-0.345943
7.64,-0.345883
7.642,-0.345823
7.644,-0.345764
7.646,-0.345704
7.648,-0.345645
7.65,-0.345585
7.652,-0.345526
7.654,-0.345466
7.656,-0.345406
7.658,-0.345347
7.66,-0.345287
7.662,-0.345228
7.664,-0.345168
7.666,-0.345109
7.668,-0.34505
7.67,-0.34499
7.672,-0.344931
7.674,-0.344872
7.676,-0.344812
7.678,-0.344753
7.68,-0.344694
7.682,-0.344635
7.684,-0.344575
7.686,-0.344516
7.688,-0.344457
7.69,-0.344398
7.692,-0.344339
7.694,-0.34428
7.696,-0.344222
7.698,-0.344163
7.7,-0.344104
7.702,-0.344045
7.704,-0.343987
7.706,-0.343928
7.708,-0.343869
7.71,-0.343811
7.712,-0.343753
7.714,-0.343694
7.716,-0.343636
7.718,-0.343578
7.72,-0.34352
7.722,-0.343462
7.724,-0.343404
7.726,-0.343346
7.728,-0.343288
7.73,-0.343231
7.732,-0.343173
7.734,-0.343116
7.736,-0.343058
7.738,-0.343001
7.74,-0.342944
7.742,-0.342887
7.744,-0.34283
7.746,-0.342773
7.748,-0.342716
7.75,-0.34266
7.752,-0.342603
7.754,-0.342547
7.756,-0.342491
7.758,-0.342435
7.76,-0.342379
7.762,-0.342323
7.764,-0.342267
7.766,-0.342212
7.768,-0.342156
7.77,-0.342101
7.772,-0.342046
7.774,-0.341991
7.776,-0.341936
7.778,-0.341882
7.78,-0.341827
7.782,-0.341773
7.784,-0.341719
7.786,-0.341665
7.788,-0.341611
7.79,-0.341558
7.792,-0.341504
7.794,-0.341451
7.796,-0.341398
7.798,-0.341346
7.8,-0.341293
7.802,-0.341241
7.804,-0.341189
7.806,-0.341137
7.808,-0.341085
7.81,-0.341034
7.812,-0.340983
7.814,-0.340932
7.816,-0.340881
7.818,-0.340831
7.82,-0.340781
7.822,-0.340731
7.824,-0.340681
7.826,-0.340632
7.828,-0.340583
7.83,-0.340534
7.832,-0.340486
7.834,-0.340438
7.836,-0.34039
7.838,-0.340342
7.84,-0.340295
7.842,-0.340248
7.844,-0.340202
7.846,-0.340155
7.848,-0.340109
7.85,-0.340064
7.852,-0.340019
7.854,-0.339974
7.856,-0.33993
7.858,-0.339886
7.86,-0.339842
7.862,-0.339799
7.864,-0.339756
7.866,-0.339713
7.868,-0.339672
7.87,-0.33963
7.872,-0.339589
7.874,-0.339548
7.876,-0.339508
7.878,-0.339468
7.88,-0.339429
7.882,-0.33939
7.884,-0.339352
7.886,-0.339314
7.888,-0.339277
7.89,-0.33924
7.892,-0.339204
7.894,-0.339168
7.896,-0.339133
7.898,-0.339099
7.9,-0.339065
7.902,-0.339031
7.904,-0.338999
7.906,-0.338967
7.908,-0.338935
