Freq	I	Q
7.990700000000000000e+09	1.005272230000000058e-02	-8.421738200000000729e-03
7.990705000000000000e+09	1.000448039999999976e-02	-8.403874299999999214e-03
7.990710000000000000e+09	9.976270699999999561e-03	-8.439717299999999894e-03
7.990715000000000000e+09	9.944179200000000107e-03	-8.455355600000000540e-03
7.990720000000000000e+09	9.899202699999999980e-03	-8.480559800000000634e-03
7.990725000000000000e+09	9.869833300000000267e-03	-8.497748600000000485e-03
7.990730000000000000e+09	9.838463000000000416e-03	-8.522864499999999524e-03
7.990735000000000000e+09	9.810048300000000568e-03	-8.534401299999999288e-03
7.990740000000000000e+09	9.764202399999999740e-03	-8.558855799999999167e-03
7.990745000000000000e+09	9.718289700000000420e-03	-8.571852200000000532e-03
7.990750000000000000e+09	9.712720100000000675e-03	-8.591819800000000812e-03
7.990755000000000000e+09	9.683351899999999637e-03	-8.615079200000000381e-03
7.990760000000000000e+09	9.614931599999999509e-03	-8.622316999999999135e-03
7.990765000000000000e+09	9.586138900000000865e-03	-8.641238399999999140e-03
7.990770000000000000e+09	9.563392000000000420e-03	-8.673104600000000261e-03
7.990775000000000000e+09	9.521114900000000533e-03	-8.680307199999999154e-03
7.990780000000000000e+09	9.470877000000000809e-03	-8.700925199999999179e-03
7.990785000000000000e+09	9.438146700000000361e-03	-8.730059300000000619e-03
7.990790000000000000e+09	9.432077100000000117e-03	-8.714341800000000721e-03
7.990795000000000000e+09	9.399374699999999208e-03	-8.749073200000000508e-03
7.990800000000000000e+09	9.340984099999999693e-03	-8.767566500000000679e-03
7.990805000000000000e+09	9.317977700000000529e-03	-8.775196000000000732e-03
7.990810000000000000e+09	9.276675099999999452e-03	-8.788903000000000687e-03
7.990815000000000000e+09	9.266421699999999317e-03	-8.804111099999999482e-03
7.990820000000000000e+09	9.202652699999999339e-03	-8.820946200000000584e-03
7.990825000000000000e+09	9.168046200000000076e-03	-8.846852900000000408e-03
7.990830000000000000e+09	9.128533299999999975e-03	-8.853761499999999660e-03
7.990835000000000000e+09	9.107578099999999455e-03	-8.859136599999999431e-03
7.990840000000000000e+09	9.058009199999999747e-03	-8.876959999999999712e-03
7.990845000000000000e+09	9.012915300000000351e-03	-8.913209599999999400e-03
7.990850000000000000e+09	8.948992299999999900e-03	-8.902258700000000372e-03
7.990855000000000000e+09	8.938957600000000184e-03	-8.922083100000000391e-03
7.990860000000000000e+09	8.912228499999999207e-03	-8.966150399999999257e-03
7.990865000000000000e+09	8.874864099999999270e-03	-8.959181400000000225e-03
7.990870000000000000e+09	8.815689099999999417e-03	-8.966757000000000546e-03
7.990875000000000000e+09	8.804494399999999651e-03	-9.003813200000000336e-03
7.990880000000000000e+09	8.753230299999999534e-03	-9.002849500000000005e-03
7.990885000000000000e+09	8.723840000000000067e-03	-9.041419300000000728e-03
