C:\Users\oper\labQT\Lab2025\2D Qubit\QTLab2526\2DQuBit\Sonnet\2D_sonnet_new.son DE_EMBEDDED Lk=0.0
FREQUENCY (GHz), DB[S21]-2D_sonnet_new
8.8611,-0.770931
8.86137,-0.760307
8.86165,-0.749501
8.86194,-0.738522
8.86223,-0.727376
8.86253,-0.716072
8.86283,-0.704619
8.86314,-0.693027
8.86346,-0.681305
8.86379,-0.669465
8.86413,-0.657516
8.86447,-0.645471
8.86482,-0.633343
8.86518,-0.621142
8.86555,-0.608881
8.86592,-0.596575
8.86631,-0.584235
8.8667,-0.571875
8.8671,-0.559508
8.86752,-0.547148
8.86794,-0.534808
8.86837,-0.522501
8.86881,-0.510242
8.86926,-0.498041
8.86973,-0.485914
8.8702,-0.473871
8.87069,-0.461926
8.87118,-0.450089
8.87169,-0.438372
8.87221,-0.426787
8.87274,-0.415343
8.87329,-0.40405
8.87385,-0.392918
8.87442,-0.381955
8.875,-0.371168
8.8756,-0.360567
8.87621,-0.350157
8.87683,-0.339944
8.87748,-0.329934
8.87813,-0.320132
8.8788,-0.310542
8.87949,-0.301168
8.88,-0.294469
8.88019,-0.292012
8.88091,-0.283077
8.88165,-0.274365
8.8824,-0.265877
8.88317,-0.257614
8.88396,-0.249575
8.88477,-0.241761
8.8856,-0.234171
8.88644,-0.226804
8.88731,-0.219657
8.88819,-0.212729
8.8891,-0.206019
8.89003,-0.199522
8.89098,-0.193236
8.89195,-0.187158
8.89295,-0.181285
8.89397,-0.175612
8.89501,-0.170136
8.89608,-0.164853
8.89717,-0.159759
8.89828,-0.154849
8.89943,-0.150119
8.9,-0.14786
8.9006,-0.145565
8.9018,-0.141182
8.90302,-0.136965
8.90428,-0.13291
8.90556,-0.129013
8.90688,-0.125268
8.90822,-0.121672
8.9096,-0.118219
8.91101,-0.114906
8.91245,-0.111727
8.91393,-0.108678
8.91544,-0.105755
8.91698,-0.102954
8.91856,-0.100271
8.92,-0.0979821
8.92018,-0.0977002
8.92184,-0.0952392
8.92354,-0.0928835
8.92527,-0.0906294
8.92705,-0.088473
8.92887,-0.0864107
8.93073,-0.0844388
8.93263,-0.0825541
8.93458,-0.080753
8.93658,-0.0790323
8.93862,-0.0773889
8.94,-0.0763389
8.94071,-0.0758196
8.94285,-0.0743216
8.94503,-0.0728918
8.94727,-0.0715276
8.94957,-0.0702263
8.95191,-0.0689852
8.95432,-0.0678019
8.95677,-0.0666739
8.95929,-0.0655989
8.96,-0.0653083
8.96186,-0.0645747
8.9645,-0.0635992
8.96719,-0.0626701
8.96995,-0.0617857
8.97278,-0.0609438
8.97567,-0.0601427
8.97863,-0.0593807
8.98,-0.0590453
8.98165,-0.0586559
8.98475,-0.0579668
8.98792,-0.0573118
8.99117,-0.0566895
8.99449,-0.0560982
8.99789,-0.0555368
9,-0.0552092
9.00137,-0.0550038
9.00493,-0.054498
9.00858,-0.0540181
9.01231,-0.0535631
9.01613,-0.0531317
9.02,-0.0527263
9.02003,-0.0527229
9.02403,-0.0523358
9.02812,-0.0519692
9.03231,-0.0516224
9.0366,-0.0512943
9.04,-0.0510519
9.04099,-0.0509842
9.04548,-0.0506912
9.05007,-0.0504146
9.05478,-0.0501535
9.05959,-0.0499074
9.06,-0.0498873
9.06452,-0.0496754
9.06956,-0.0494571
9.07472,-0.0492516
9.08,-0.0490586
9.1,-0.0484589
9.12,-0.0480202
9.14,-0.0476974
9.16,-0.04746
9.18,-0.0472865
9.2,-0.0471618
9.22,-0.0470747
9.24,-0.0470171
9.26,-0.0469827
9.28,-0.046967
9.3,-0.0469664
9.32,-0.046978
9.34,-0.0469997
9.36,-0.0470298
9.38,-0.0470669
9.4,-0.0471099
9.42,-0.047158
9.44,-0.0472105
9.46,-0.0472665
9.48,-0.0473256
9.5,-0.0473872
9.52,-0.0474511
9.54,-0.0475169
9.56,-0.0475843
9.58,-0.0476532
9.6,-0.0477234
9.62,-0.0477946
9.64,-0.0478669
9.66,-0.04794
9.68,-0.0480139
9.7,-0.0480885
9.72,-0.0481636
9.74,-0.0482394
9.76,-0.0483156
9.78,-0.0483922
9.8,-0.0484692
9.82,-0.0485466
9.84,-0.0486243
9.86,-0.0487023
9.88,-0.0487805
9.9,-0.0488589
9.92,-0.0489376
9.94,-0.0490164
9.96,-0.0490953
9.98,-0.0491745
10,-0.0492537
10.02,-0.049333
10.04,-0.0494124
10.06,-0.0494918
10.08,-0.0495714
10.1,-0.0496509
10.12,-0.0497305
10.14,-0.0498101
10.16,-0.0498896
10.18,-0.0499692
10.2,-0.0500487
10.22,-0.0501282
10.24,-0.0502077
10.26,-0.050287
10.28,-0.0503663
10.3,-0.0504455
10.32,-0.0505247
10.34,-0.0506037
10.36,-0.0506825
10.38,-0.0507613
10.4,-0.0508399
10.42,-0.0509183
10.44,-0.0509966
10.46,-0.0510747
10.48,-0.0511527
10.5,-0.0512304
10.52,-0.051308
10.54,-0.0513853
10.56,-0.0514624
10.58,-0.0515393
10.6,-0.0516159
10.62,-0.0516923
10.64,-0.0517684
10.66,-0.0518443
10.68,-0.0519199
10.7,-0.0519952
10.72,-0.0520702
10.74,-0.052145
10.76,-0.0522194
10.78,-0.0522935
10.8,-0.0523673
10.82,-0.0524407
10.84,-0.0525139
10.86,-0.0525867
10.88,-0.0526591
10.9,-0.0527312
10.92,-0.0528029
10.94,-0.0528743
10.96,-0.0529453
10.98,-0.053016
11,-0.0530862
11.02,-0.0531561
11.04,-0.0532256
11.06,-0.0532947
11.08,-0.0533634
11.1,-0.0534317
11.12,-0.0534996
11.14,-0.053567
11.16,-0.0536341
11.18,-0.0537008
11.2,-0.0537671
11.22,-0.0538329
11.24,-0.0538984
11.26,-0.0539634
11.28,-0.054028
11.3,-0.0540922
11.32,-0.0541559
11.34,-0.0542193
11.36,-0.0542822
11.38,-0.0543447
11.4,-0.0544068
11.42,-0.0544685
11.44,-0.0545297
11.46,-0.0545906
11.48,-0.054651
11.5,-0.0547111
11.52,-0.0547707
11.54,-0.0548299
11.56,-0.0548887
11.58,-0.0549471
11.6,-0.0550052
11.62,-0.0550628
11.64,-0.0551201
11.66,-0.055177
11.68,-0.0552335
11.7,-0.0552896
11.72,-0.0553454
11.74,-0.0554009
11.76,-0.0554559
11.78,-0.0555107
11.8,-0.0555651
11.82,-0.0556192
11.84,-0.0556729
11.86,-0.0557264
11.88,-0.0557795
11.9,-0.0558324
11.92,-0.055885
11.94,-0.0559373
11.96,-0.0559893
11.98,-0.0560411
12,-0.0560926
12.02,-0.0561439
12.04,-0.056195
12.06,-0.0562459
12.08,-0.0562966
12.1,-0.0563471
12.12,-0.0563974
12.14,-0.0564476
12.16,-0.0564976
12.18,-0.0565475
12.2,-0.0565972
12.22,-0.0566469
12.24,-0.0566964
12.26,-0.0567459
12.28,-0.0567954
12.3,-0.0568447
12.32,-0.0568941
12.34,-0.0569434
12.36,-0.0569928
12.38,-0.0570421
12.4,-0.0570915
12.42,-0.0571409
12.44,-0.0571905
12.46,-0.0572401
12.48,-0.0572898
12.5,-0.0573396
12.52,-0.0573896
12.54,-0.0574397
12.56,-0.05749
12.58,-0.0575406
12.6,-0.0575913
12.62,-0.0576422
12.64,-0.0576935
12.66,-0.0577451
12.68,-0.0577971
12.7,-0.0578493
12.72,-0.057902
12.74,-0.0579551
12.76,-0.0580085
12.78,-0.0580624
12.8,-0.0581167
12.82,-0.0581715
12.84,-0.0582268
12.86,-0.0582825
12.88,-0.0583388
12.9,-0.0583956
12.92,-0.0584529
12.94,-0.0585108
12.96,-0.0585693
12.98,-0.0586284
13,-0.058688
13.02,-0.0587484
13.04,-0.0588093
13.06,-0.058871
13.08,-0.0589333
13.1,-0.0589963
13.12,-0.0590601
13.14,-0.0591246
13.16,-0.0591898
13.18,-0.0592558
13.2,-0.0593226
13.22,-0.0593903
13.24,-0.0594587
13.26,-0.059528
13.28,-0.0595981
13.3,-0.0596692
13.32,-0.0597411
13.34,-0.0598139
13.36,-0.0598877
13.38,-0.0599624
13.4,-0.0600381
13.42,-0.0601148
13.44,-0.0601924
13.46,-0.0602711
13.48,-0.0603508
13.5,-0.0604316
13.52,-0.0605135
13.54,-0.0605964
13.56,-0.0606804
13.58,-0.0607656
13.6,-0.0608519
13.62,-0.0609393
13.64,-0.061028
13.66,-0.0611178
13.68,-0.0612088
13.7,-0.061301
13.72,-0.0613945
13.74,-0.0614892
13.76,-0.0615852
13.78,-0.0616825
13.8,-0.0617811
13.82,-0.061881
13.84,-0.0619823
13.86,-0.0620848
13.88,-0.0621888
13.9,-0.0622941
13.92,-0.0624008
13.94,-0.062509
13.96,-0.0626185
13.98,-0.0627295
14,-0.062842
14.02,-0.0629559
14.04,-0.0630713
14.06,-0.0631882
14.08,-0.0633067
14.1,-0.0634266
14.12,-0.0635481
14.14,-0.0636711
14.16,-0.0637957
14.18,-0.0639219
14.2,-0.0640497
14.22,-0.0641791
14.24,-0.0643101
14.26,-0.0644427
14.28,-0.064577
14.3,-0.0647129
14.32,-0.0648505
14.34,-0.0649898
14.36,-0.0651307
14.38,-0.0652734
14.4,-0.0654178
14.42,-0.0655639
14.44,-0.0657117
14.46,-0.0658613
14.48,-0.0660126
14.5,-0.0661657
14.52,-0.0663205
14.54,-0.0664771
14.56,-0.0666356
14.58,-0.0667958
14.6,-0.0669578
14.62,-0.0671216
14.64,-0.0672873
14.66,-0.0674547
14.68,-0.0676241
14.7,-0.0677952
14.72,-0.0679682
14.74,-0.0681431
14.76,-0.0683198
14.78,-0.0684984
14.8,-0.0686788
14.82,-0.0688611
14.84,-0.0690453
14.86,-0.0692314
14.88,-0.0694194
14.9,-0.0696092
14.92,-0.0698009
14.94,-0.0699946
14.96,-0.0701901
14.98,-0.0703875
15,-0.0705868
15.02,-0.070788
15.04,-0.0709911
15.06,-0.0711961
15.08,-0.071403
15.1,-0.0716118
15.12,-0.0718225
15.14,-0.072035
15.16,-0.0722495
15.18,-0.0724658
15.2,-0.072684
15.22,-0.072904
15.24,-0.0731261
15.26,-0.07335
15.28,-0.0735759
15.3,-0.0738036
15.32,-0.0740334
15.34,-0.074265
15.36,-0.0744985
15.38,-0.074734
15.4,-0.0749713
15.42,-0.0752105
15.44,-0.0754517
15.46,-0.0756946
15.48,-0.0759395
15.5,-0.0761862
15.52,-0.0764347
15.54,-0.0766851
15.56,-0.0769372
15.58,-0.0771912
15.6,-0.077447
15.62,-0.0777045
15.64,-0.0779638
15.66,-0.0782248
15.68,-0.0784876
15.7,-0.0787521
15.72,-0.0790182
15.74,-0.079286
15.76,-0.0795555
15.78,-0.0798266
15.8,-0.0800993
15.82,-0.0803737
15.84,-0.0806495
15.86,-0.0809269
15.88,-0.0812059
15.9,-0.0814863
15.92,-0.0817682
15.94,-0.0820515
15.96,-0.0823362
15.98,-0.0826224
16,-0.0829098
16.02,-0.0831987
16.04,-0.0834888
16.06,-0.0837801
16.08,-0.0840727
16.1,-0.0843665
16.12,-0.0846615
16.14,-0.0849576
16.16,-0.0852548
16.18,-0.0855531
16.2,-0.0858523
16.22,-0.0861526
16.24,-0.0864538
16.26,-0.0867559
16.28,-0.0870589
16.3,-0.0873627
16.32,-0.0876673
16.34,-0.0879726
16.36,-0.0882786
16.38,-0.0885853
16.4,-0.0888925
16.42,-0.0892003
16.44,-0.0895087
16.46,-0.0898174
16.48,-0.0901266
16.5,-0.0904362
16.52,-0.090746
16.54,-0.0910562
16.56,-0.0913665
16.58,-0.091677
16.6,-0.0919875
16.62,-0.0922982
16.64,-0.0926088
16.66,-0.0929193
16.68,-0.0932297
16.7,-0.09354
16.72,-0.0938499
16.74,-0.0941596
16.76,-0.094469
16.78,-0.0947779
16.8,-0.0950863
16.82,-0.0953942
16.84,-0.0957015
16.86,-0.0960081
16.88,-0.096314
16.9,-0.0966191
16.92,-0.0969234
16.94,-0.0972267
16.96,-0.0975291
16.98,-0.0978304
17,-0.0981305
C:\Users\oper\labQT\Lab2025\2D Qubit\QTLab2526\2DQuBit\Sonnet\2D_sonnet_new.son DE_EMBEDDED Lk=12.0
FREQUENCY (GHz), DB[S21]-2D_sonnet_new
5,-0.0204066
5.02,-0.0204963
5.04,-0.0205862
5.06,-0.0206763
5.08,-0.0207667
5.1,-0.0208573
5.12,-0.0209481
5.14,-0.0210392
5.16,-0.0211304
5.18,-0.0212217
5.2,-0.0213133
5.22,-0.0214049
5.24,-0.0214967
5.26,-0.0215887
5.28,-0.0216807
5.3,-0.0217729
5.32,-0.0218651
5.34,-0.0219574
5.36,-0.0220498
5.38,-0.0221423
5.4,-0.0222348
5.42,-0.0223274
5.44,-0.0224201
5.46,-0.0225128
5.48,-0.0226055
5.5,-0.0226983
5.52,-0.0227912
5.54,-0.022884
5.56,-0.022977
5.58,-0.0230699
5.6,-0.0231629
5.62,-0.0232559
5.64,-0.0233489
5.66,-0.0234419
5.68,-0.023535
5.7,-0.0236282
5.72,-0.0237213
5.74,-0.0238145
5.76,-0.0239077
5.78,-0.024001
5.8,-0.0240942
5.82,-0.0241876
5.84,-0.0242809
5.86,-0.0243744
5.88,-0.0244678
5.9,-0.0245613
5.92,-0.0246549
5.94,-0.0247486
5.96,-0.0248423
5.98,-0.024936
6,-0.0250299
6.02,-0.0251238
6.04,-0.0252178
6.06,-0.0253119
6.08,-0.0254061
6.1,-0.0255003
6.12,-0.0255947
6.14,-0.0256892
6.16,-0.0257838
6.18,-0.0258785
6.2,-0.0259734
6.22,-0.0260683
6.24,-0.0261634
6.26,-0.0262587
6.28,-0.0263541
6.3,-0.0264496
6.32,-0.0265453
6.34,-0.0266412
6.36,-0.0267372
6.38,-0.0268335
6.4,-0.0269299
6.42,-0.0270264
6.44,-0.0271232
6.46,-0.0272202
6.48,-0.0273174
6.5,-0.0274148
6.52,-0.0275124
6.54,-0.0276102
6.56,-0.0277083
6.58,-0.0278066
6.6,-0.0279051
6.62,-0.0280039
6.64,-0.0281029
6.66,-0.0282022
6.68,-0.0283018
6.7,-0.0284016
6.72,-0.0285017
6.74,-0.0286021
6.76,-0.0287028
6.78,-0.0288038
6.8,-0.0289051
6.82,-0.0290067
6.84,-0.0291086
6.86,-0.0292109
6.88,-0.0293135
6.9,-0.0294164
6.92,-0.0295197
6.94,-0.0296234
6.96,-0.0297274
6.98,-0.0298319
7,-0.0299367
7.02,-0.030042
7.04,-0.0301477
7.06,-0.0302539
7.08,-0.0303605
7.1,-0.0304677
7.12,-0.0305753
7.14,-0.0306835
7.16,-0.0307923
7.18,-0.0309016
7.2,-0.0310116
7.22,-0.0311222
7.24,-0.0312335
7.26,-0.0313456
7.28,-0.0314585
7.3,-0.0315722
7.32,-0.0316867
7.34,-0.0318023
7.36,-0.0319188
7.38,-0.0320365
7.4,-0.0321554
7.42,-0.0322755
7.44,-0.0323971
7.46,-0.0325201
7.48,-0.0326448
7.5,-0.0327713
7.52,-0.0328998
7.54,-0.0330305
7.56,-0.0331635
7.58,-0.0332991
7.6,-0.0334377
7.62,-0.0335795
7.64,-0.0337249
7.66,-0.0338743
7.68,-0.0340283
7.7,-0.0341873
7.72,-0.0343521
7.74,-0.0345234
7.76,-0.0347022
7.78,-0.0348894
7.8,-0.0350865
7.82,-0.035295
7.84,-0.0355167
7.86,-0.0357539
7.88,-0.0360095
7.9,-0.0362869
7.92,-0.0365904
7.94,-0.0369256
7.96,-0.0372996
7.98,-0.0377215
8,-0.0382034
8.02,-0.0387617
8.04,-0.0394185
8.06,-0.0402049
8.08,-0.0411655
8.1,-0.0423658
8.10492,-0.0427085
8.10973,-0.0430649
8.11443,-0.0434355
8.11903,-0.043821
8.12,-0.0439058
8.12352,-0.0442222
8.1279,-0.0446398
8.13218,-0.0450745
8.13637,-0.0455272
8.14,-0.045944
8.14046,-0.0459986
8.14446,-0.0464898
8.14836,-0.0470015
8.15218,-0.0475347
8.15591,-0.0480905
8.15955,-0.0486697
8.16,-0.0487442
8.16311,-0.0492736
8.16659,-0.0499032
8.16998,-0.0505597
8.1733,-0.0512443
8.17655,-0.0519583
8.17972,-0.0527029
8.18,-0.0527719
8.18281,-0.0534797
8.18584,-0.0542898
8.1888,-0.055135
8.19169,-0.0560166
8.19451,-0.0569364
8.19727,-0.0578959
8.19996,-0.0588969
8.2,-0.0589118
8.20259,-0.0599413
8.20517,-0.0610308
8.20768,-0.0621674
8.21014,-0.0633531
8.21254,-0.0645901
8.21488,-0.0658805
8.21717,-0.0672265
8.21941,-0.0686304
8.22,-0.0690147
8.2216,-0.0700948
8.22374,-0.0716219
8.22583,-0.0732146
8.22787,-0.0748753
8.22986,-0.0766069
8.23181,-0.0784121
8.23371,-0.0802941
8.23557,-0.0822556
8.23739,-0.0842999
8.23916,-0.0864302
8.24,-0.0874828
8.2409,-0.0886497
8.24259,-0.0909619
8.24425,-0.0933701
8.24587,-0.095878
8.24745,-0.0984892
8.24899,-0.101207
8.2505,-0.104036
8.25198,-0.10698
8.25342,-0.110042
8.25483,-0.113227
8.2562,-0.116539
8.25755,-0.119982
8.25886,-0.123559
8.26,-0.126843
8.26015,-0.127276
8.2614,-0.131136
8.26262,-0.135144
8.26382,-0.139304
8.26499,-0.14362
8.26614,-0.148097
8.26725,-0.152739
8.26834,-0.157549
8.26941,-0.162532
8.27045,-0.167693
8.27147,-0.173034
8.27246,-0.17856
8.27344,-0.184275
8.27439,-0.190181
8.27531,-0.196283
8.27622,-0.202583
8.27711,-0.209085
8.27797,-0.21579
8.27882,-0.222702
8.27964,-0.229822
8.28,-0.233019
8.28045,-0.237151
8.28124,-0.244692
8.28201,-0.252446
8.28276,-0.260412
8.2835,-0.26859
8.28422,-0.276982
8.28492,-0.285584
8.28561,-0.294397
8.28628,-0.303418
8.28693,-0.312645
8.28757,-0.322074
8.2882,-0.331702
8.28881,-0.341525
8.28941,-0.351537
8.28999,-0.361734
8.29056,-0.372109
8.29112,-0.382656
8.29166,-0.393367
8.29219,-0.404234
8.29271,-0.415248
8.29322,-0.426402
8.29372,-0.437684
8.2942,-0.449085
8.29468,-0.460595
8.29514,-0.472202
8.29559,-0.483894
8.29603,-0.495661
8.29647,-0.507489
8.29689,-0.519366
8.2973,-0.53128
8.2977,-0.543217
8.2981,-0.555165
8.29848,-0.567111
8.29886,-0.579042
8.29922,-0.590944
8.29958,-0.602805
8.29993,-0.614612
8.3,-0.616935
8.30027,-0.626353
8.30061,-0.638015
8.30094,-0.649586
8.30126,-0.661056
8.30157,-0.672412
8.30187,-0.683644
8.30217,-0.694743
8.30246,-0.705697
8.30275,-0.716499
8.30302,-0.727139
8.3033,-0.73761
8.30356,-0.747904
8.30382,-0.758015
8.30407,-0.767936
8.30432,-0.777661
8.30456,-0.787187
8.3048,-0.796509
8.30503,-0.805623
8.30526,-0.814526
8.30548,-0.823215
8.30569,-0.83169
8.3059,-0.839948
8.30611,-0.847988
8.30631,-0.855811
8.3065,-0.863416
8.3067,-0.870805
8.30688,-0.877978
8.30707,-0.884936
8.30725,-0.891682
8.30742,-0.898218
8.30759,-0.904546
8.30776,-0.910669
8.30792,-0.916591
8.30808,-0.922314
8.30824,-0.927842
8.30839,-0.933178
8.30854,-0.938327
8.30868,-0.943293
8.30882,-0.948079
8.30896,-0.95269
8.3091,-0.95713
8.30923,-0.961404
8.30936,-0.965516
8.30949,-0.969471
8.30961,-0.973272
8.30973,-0.976925
8.30985,-0.980433
8.30996,-0.983802
8.31008,-0.987035
8.31019,-0.990137
8.31029,-0.993113
8.3104,-0.995966
8.3105,-0.9987
8.3106,-1.00132
8.3107,-1.00383
8.3108,-1.00623
8.31089,-1.00854
8.31098,-1.01074
8.31107,-1.01284
8.31116,-1.01486
8.31124,-1.01679
8.31133,-1.01863
8.31141,-1.02039
8.31149,-1.02208
8.31156,-1.02368
8.31164,-1.02522
8.31171,-1.02669
8.31179,-1.02809
8.31186,-1.02942
8.31193,-1.0307
8.31199,-1.03192
8.31206,-1.03308
8.31212,-1.03419
8.31219,-1.03524
8.31225,-1.03625
8.31231,-1.03721
8.31237,-1.03812
8.31243,-1.03899
8.31248,-1.03982
8.31254,-1.04061
8.31259,-1.04137
8.31264,-1.04208
8.31269,-1.04276
8.31274,-1.04341
8.31279,-1.04403
8.31284,-1.04462
8.31289,-1.04518
8.31293,-1.04571
8.31298,-1.04621
8.31302,-1.04669
8.31306,-1.04715
8.3131,-1.04758
8.31315,-1.048
8.31318,-1.04839
8.31322,-1.04876
8.31326,-1.04911
8.3133,-1.04945
8.31333,-1.04976
8.31337,-1.05006
8.3134,-1.05035
8.31344,-1.05062
8.31347,-1.05088
8.3135,-1.05112
8.31353,-1.05135
8.31357,-1.05157
8.3136,-1.05178
8.31362,-1.05197
8.31365,-1.05216
8.31368,-1.05233
8.31371,-1.0525
8.31374,-1.05265
8.31376,-1.0528
8.31379,-1.05294
8.31381,-1.05307
8.31384,-1.0532
8.31386,-1.05331
8.31388,-1.05342
8.31391,-1.05353
8.31393,-1.05363
8.31395,-1.05372
8.31397,-1.05381
8.31399,-1.05389
8.31401,-1.05396
8.31403,-1.05404
8.31405,-1.0541
8.31407,-1.05417
8.31409,-1.05423
8.31411,-1.05428
8.31412,-1.05434
8.31414,-1.05438
8.31416,-1.05443
8.31418,-1.05447
8.31419,-1.05451
8.31421,-1.05455
8.31422,-1.05458
8.31424,-1.05461
8.31425,-1.05464
8.31427,-1.05467
8.31428,-1.0547
8.31429,-1.05472
8.31431,-1.05474
8.31432,-1.05476
8.31433,-1.05478
8.31435,-1.05479
8.31436,-1.05481
8.31437,-1.05482
8.31438,-1.05483
8.31439,-1.05484
8.3144,-1.05485
8.31441,-1.05486
8.31442,-1.05487
8.31444,-1.05488
8.31445,-1.05488
8.31446,-1.05489
8.31446,-1.05489
8.31447,-1.05489
8.31448,-1.0549
8.31449,-1.0549
8.3145,-1.0549
8.31451,-1.0549
8.31452,-1.0549
8.31453,-1.0549
8.31453,-1.0549
8.31454,-1.0549
8.31455,-1.0549
8.31456,-1.05489
8.31456,-1.05489
8.31457,-1.05489
8.31458,-1.05489
8.31459,-1.05488
8.31459,-1.05488
8.3146,-1.05487
8.3146,-1.05487
8.31461,-1.05487
8.31462,-1.05486
8.31462,-1.05486
8.31463,-1.05485
8.31463,-1.05485
8.31464,-1.05484
8.31465,-1.05484
8.31465,-1.05483
8.31466,-1.05483
8.31466,-1.05482
8.31467,-1.05482
8.31467,-1.05481
8.31468,-1.05481
8.31468,-1.0548
8.31469,-1.05479
8.31469,-1.05479
8.3147,-1.05478
8.3147,-1.05477
8.31471,-1.05476
8.31471,-1.05476
8.31472,-1.05475
8.31472,-1.05474
8.31473,-1.05473
8.31474,-1.05472
8.31474,-1.05471
8.31475,-1.0547
8.31476,-1.05469
8.31476,-1.05467
8.31477,-1.05466
8.31478,-1.05465
8.31478,-1.05463
8.31479,-1.05462
8.3148,-1.0546
8.31481,-1.05458
8.31482,-1.05457
8.31482,-1.05455
8.31483,-1.05453
8.31484,-1.05451
8.31485,-1.05449
8.31486,-1.05446
8.31487,-1.05444
8.31488,-1.05441
8.31489,-1.05439
8.3149,-1.05436
8.31491,-1.05433
8.31492,-1.0543
8.31493,-1.05427
8.31494,-1.05424
8.31495,-1.0542
8.31496,-1.05416
8.31497,-1.05412
8.31498,-1.05408
8.315,-1.05404
8.31501,-1.054
8.31502,-1.05395
8.31504,-1.0539
8.31505,-1.05385
8.31506,-1.05379
8.31508,-1.05373
8.31509,-1.05367
8.31511,-1.05361
8.31512,-1.05354
8.31514,-1.05347
8.31515,-1.0534
8.31517,-1.05332
8.31518,-1.05324
8.3152,-1.05316
8.31522,-1.05307
8.31524,-1.05298
8.31525,-1.05288
8.31527,-1.05278
8.31529,-1.05267
8.31531,-1.05256
8.31533,-1.05244
8.31535,-1.05232
8.31537,-1.05219
8.31539,-1.05205
8.31541,-1.05191
8.31544,-1.05176
8.31546,-1.0516
8.31548,-1.05144
8.31551,-1.05127
8.31553,-1.05108
8.31556,-1.0509
8.31558,-1.0507
8.31561,-1.05049
8.31563,-1.05027
8.31566,-1.05004
8.31569,-1.0498
8.31572,-1.04955
8.31575,-1.04929
8.31578,-1.04901
8.31581,-1.04872
8.31584,-1.04842
8.31587,-1.0481
8.31591,-1.04777
8.31594,-1.04742
8.31597,-1.04706
8.31601,-1.04667
8.31605,-1.04627
8.31608,-1.04585
8.31612,-1.04541
8.31616,-1.04495
8.3162,-1.04447
8.31624,-1.04397
8.31628,-1.04344
8.31632,-1.04289
8.31637,-1.04231
8.31641,-1.0417
8.31646,-1.04106
8.3165,-1.0404
8.31655,-1.0397
8.3166,-1.03898
8.31665,-1.03821
8.3167,-1.03742
8.31676,-1.03658
8.31681,-1.03571
8.31686,-1.03479
8.31692,-1.03384
8.31698,-1.03284
8.31704,-1.03179
8.3171,-1.0307
8.31716,-1.02956
8.31722,-1.02836
8.31729,-1.02711
8.31735,-1.02581
8.31742,-1.02444
8.31749,-1.02301
8.31756,-1.02152
8.31763,-1.01997
8.31771,-1.01834
8.31778,-1.01664
8.31786,-1.01487
8.31794,-1.01302
8.31802,-1.01108
8.31811,-1.00906
8.31819,-1.00696
8.31828,-1.00476
8.31837,-1.00247
8.31846,-1.00008
8.31855,-0.997589
8.31865,-0.994992
8.31875,-0.992286
8.31885,-0.989466
8.31895,-0.98653
8.31906,-0.983472
8.31916,-0.980288
8.31927,-0.976976
8.31939,-0.973529
8.3195,-0.969945
8.31962,-0.966218
8.31974,-0.962345
8.31986,-0.95832
8.31999,-0.954141
8.32,-0.953847
8.32012,-0.949802
8.32025,-0.945299
8.32039,-0.940628
8.32053,-0.935785
8.32067,-0.930765
8.32082,-0.925565
8.32096,-0.920181
8.32112,-0.914608
8.32127,-0.908844
8.32143,-0.902884
8.3216,-0.896726
8.32176,-0.890367
8.32193,-0.883803
8.32211,-0.877032
8.32229,-0.870053
8.32247,-0.862862
8.32266,-0.85546
8.32285,-0.847844
8.32305,-0.840013
8.32325,-0.831969
8.32346,-0.82371
8.32367,-0.815238
8.32388,-0.806553
8.3241,-0.797658
8.32433,-0.788555
8.32456,-0.779246
8.3248,-0.769735
8.32504,-0.760026
8.32529,-0.750124
8.32554,-0.740034
8.3258,-0.729762
8.32607,-0.719315
8.32634,-0.708698
8.32662,-0.697922
8.3269,-0.686992
8.3272,-0.675919
8.32749,-0.664712
8.3278,-0.653381
8.32811,-0.641937
8.32843,-0.630389
8.32876,-0.61875
8.32909,-0.607031
8.32944,-0.595245
8.32979,-0.583404
8.33015,-0.57152
8.33052,-0.559606
8.33089,-0.547674
8.33128,-0.535739
8.33167,-0.523813
8.33208,-0.511909
8.33249,-0.50004
8.33291,-0.488219
8.33334,-0.476457
8.33379,-0.464768
8.33424,-0.453164
8.3347,-0.441655
8.33518,-0.430254
8.33566,-0.418971
8.33616,-0.407816
8.33667,-0.396799
8.33719,-0.385929
8.33772,-0.375216
8.33827,-0.364667
8.33883,-0.35429
8.3394,-0.344092
8.33998,-0.334079
8.34,-0.333794
8.34058,-0.324256
8.34119,-0.31463
8.34182,-0.305204
8.34246,-0.295982
8.34312,-0.286967
8.34379,-0.278163
8.34448,-0.269571
8.34518,-0.261193
8.3459,-0.253029
8.34664,-0.245081
8.34739,-0.237348
8.34817,-0.22983
8.34896,-0.222527
8.34977,-0.215436
8.35059,-0.208556
8.35144,-0.201885
8.35231,-0.195422
8.3532,-0.189162
8.3541,-0.183104
8.35503,-0.177244
8.35598,-0.171579
8.35696,-0.166105
8.35796,-0.160819
8.35897,-0.155717
8.36,-0.15088
8.36002,-0.150794
8.36109,-0.146047
8.36218,-0.141471
8.3633,-0.137063
8.36444,-0.132818
8.36562,-0.128731
8.36682,-0.124799
8.36804,-0.121016
8.3693,-0.117379
8.37059,-0.113883
8.3719,-0.110524
8.37325,-0.107297
8.37463,-0.104199
8.37604,-0.101225
8.37748,-0.0983708
8.37896,-0.0956329
